transaction_id,period,entity,account_code,amount,currency,status
T000001,2025-12,N03,0410,714.56,EUR,posted
T000002,2025-12,N03,0610,-596.77,EUR,posted
T000003,2025-12,N03,0600,-971.46,EUR,posted
T000004,2025-12,N03,0400,1268.48,EUR,posted
T000005,2025-12,N03,0400,1119.94,EUR,posted
T000006,2025-12,N03,0400,1611.56,EUR,posted
T000007,2025-12,N03,0400,907.69,EUR,posted
T000008,2025-12,N03,0600,-365.89,EUR,posted
T000009,2025-12,N03,0410,299.90,EUR,posted
T000010,2025-12,N03,0510,-651.78,EUR,posted
T000011,2025-12,N03,0410,375.18,EUR,posted
T000012,2025-12,N03,0500,-545.97,EUR,posted
T000013,2025-12,N03,0500,-190.88,EUR,posted
T000014,2025-12,N03,0420,230.57,EUR,posted
T000015,2025-12,N03,0400,1007.12,EUR,posted
T000016,2025-12,N03,0420,292.78,EUR,posted
T000017,2025-12,N03,0420,195.62,EUR,posted
T000018,2025-12,N03,0400,1002.75,EUR,posted
T000019,2025-12,N03,0500,-257.89,EUR,posted
T000020,2025-12,N03,0500,-630.46,EUR,posted
T000021,2025-12,N03,0500,-364.41,EUR,posted
T000022,2025-12,N03,0510,-789.89,EUR,posted
T000023,2025-12,N03,0500,-189.54,EUR,posted
T000024,2025-12,N03,0500,-636.49,EUR,posted
T000025,2025-12,N03,0420,192.11,EUR,posted
T000026,2025-12,N03,0500,-246.23,EUR,posted
T000027,2025-12,N03,0400,1040.56,EUR,posted
T000028,2025-12,N03,0510,-236.77,EUR,posted
T000029,2025-12,N03,0500,-478.19,EUR,posted
T000030,2025-12,N03,0400,948.74,EUR,posted
T000031,2025-12,N03,0410,208.44,EUR,posted
T000032,2025-12,N03,0410,401.39,EUR,posted
T000033,2025-12,N03,0610,-935.44,EUR,posted
T000034,2025-12,N03,0500,-247.95,EUR,posted
T000035,2025-12,N03,0500,-310.32,EUR,posted
T000036,2025-12,N03,0420,-160.32,EUR,posted
T000037,2025-12,N03,0400,1242.73,EUR,posted
T000038,2025-12,N03,0410,683.31,EUR,posted
T000039,2025-12,N03,0510,-229.18,EUR,posted
T000040,2025-12,N03,0400,505.23,EUR,posted
T000041,2025-12,N03,0400,526.68,EUR,posted
T000042,2025-12,N03,0500,-344.30,EUR,posted
T000043,2025-12,N03,0400,911.05,EUR,posted
T000044,2025-12,N03,0400,857.72,EUR,posted
T000045,2025-12,N03,0500,-548.58,EUR,posted
T000046,2025-12,N03,0400,1263.04,EUR,posted
T000047,2025-12,N03,0510,-511.43,EUR,posted
T000048,2025-12,N03,0400,351.18,EUR,posted
T000049,2025-12,N03,0600,-624.43,EUR,posted
T000050,2025-12,N03,0500,-227.36,EUR,posted
T000051,2025-12,N03,0500,-132.75,EUR,posted
T000052,2025-12,N03,0400,327.41,EUR,posted
T000053,2025-12,N03,0420,117.37,EUR,posted
T000054,2025-12,N03,0410,186.72,EUR,posted
T000055,2025-12,N03,0510,-303.23,EUR,posted
T000056,2025-12,N03,0500,-203.93,EUR,posted
T000057,2025-12,N03,0400,1016.68,EUR,posted
T000058,2025-12,N03,0400,661.31,EUR,posted
T000059,2025-12,N03,0510,72.16,EUR,posted
T000060,2025-12,N03,0400,388.21,EUR,posted
T000061,2025-12,N03,0500,-148.95,EUR,posted
T000062,2025-12,N03,0400,569.37,EUR,cancelled
T000063,2025-12,N03,0500,-690.59,EUR,posted
T000064,2025-12,N03,0420,255.36,EUR,posted
T000065,2025-12,N03,0610,-613.86,EUR,posted
T000066,2025-12,N03,0500,168.40,EUR,posted
T000067,2025-12,N03,0510,-450.52,EUR,posted
T000068,2025-12,N03,0500,-323.73,EUR,posted
T000069,2025-12,N03,0510,-341.20,EUR,posted
T000070,2025-12,N03,0610,-469.76,EUR,posted
T000071,2025-12,N03,0400,-210.23,EUR,posted
T000072,2025-12,N03,0420,324.60,EUR,cancelled
T000073,2025-12,N03,0510,-813.89,EUR,posted
T000074,2025-12,N03,0400,1419.53,EUR,posted
T000075,2025-12,N03,0410,756.09,EUR,posted
T000076,2025-12,N03,0500,110.54,EUR,posted
T000077,2025-12,N03,0420,359.33,EUR,posted
T000078,2025-12,N03,0500,-218.25,EUR,posted
T000079,2025-12,N03,0500,-376.54,EUR,posted
