transaction_id,period,entity,account_code,amount,currency,status
T000001,2025-11,N01,0400,2468.47,EUR,posted
T000002,2025-11,N01,0420,1495.40,EUR,posted
T000003,2025-11,N01,0420,911.24,EUR,posted
T000004,2025-11,N01,0500,-426.88,EUR,posted
T000005,2025-11,N01,0510,-347.27,EUR,posted
T000006,2025-11,N01,0400,1475.23,EUR,posted
T000007,2025-11,N01,0420,461.79,EUR,posted
T000008,2025-11,N01,0500,-618.72,EUR,posted
T000009,2025-11,N01,0500,-1021.52,EUR,posted
T000010,2025-11,N01,0410,607.21,EUR,posted
T000011,2025-11,N01,0410,-398.96,EUR,posted
T000012,2025-11,N01,0510,-520.42,EUR,posted
T000013,2025-11,N01,0410,620.78,EUR,posted
T000014,2025-11,N01,0410,680.13,EUR,posted
T000015,2025-11,N01,0400,2565.05,EUR,posted
T000016,2025-11,N01,0400,875.26,EUR,posted
T000017,2025-11,N01,0420,1165.02,EUR,posted
T000018,2025-11,N01,0400,1145.77,EUR,posted
T000019,2025-11,N01,0610,-222.03,EUR,posted
T000020,2025-11,N01,0610,-928.98,EUR,posted
T000021,2025-11,N01,0400,641.95,EUR,posted
T000022,2025-11,N01,0500,-238.90,EUR,posted
T000023,2025-11,N01,0410,897.58,EUR,posted
T000024,2025-11,N01,0400,864.14,EUR,posted
T000025,2025-11,N01,0400,1256.69,EUR,posted
T000026,2025-11,N01,0420,1291.72,EUR,cancelled
T000027,2025-11,N01,0500,-1071.23,EUR,posted
T000028,2025-11,N01,0410,1721.32,EUR,posted
T000029,2025-11,N01,0500,-381.00,EUR,posted
T000030,2025-11,N01,0510,-575.99,EUR,posted
T000031,2025-11,N01,0500,-326.04,EUR,posted
T000032,2025-11,N01,0400,982.43,EUR,cancelled
T000033,2025-11,N01,0400,1702.25,EUR,posted
T000034,2025-11,N01,0510,-1203.61,EUR,posted
T000035,2025-11,N01,0410,-283.15,EUR,posted
T000036,2025-11,N01,0400,2480.42,EUR,posted
T000037,2025-11,N01,0400,772.04,EUR,posted
T000038,2025-11,N01,0510,-1486.98,EUR,posted
T000039,2025-11,N01,0500,-226.60,EUR,posted
T000040,2025-11,N01,0400,928.40,EUR,posted
T000041,2025-11,N01,0500,-754.80,EUR,posted
