transaction_id,period,entity,account_code,amount,currency,status
T000001,2026-01,N01,0410,1499.45,EUR,posted
T000002,2026-01,N01,0400,884.73,EUR,posted
T000003,2026-01,N01,0420,997.00,EUR,posted
T000004,2026-01,N01,0400,465.75,EUR,posted
T000005,2026-01,N01,0410,938.71,EUR,posted
T000006,2026-01,N01,0400,569.59,EUR,posted
T000007,2026-01,N01,0400,906.19,EUR,posted
T000008,2026-01,N01,0400,538.89,EUR,posted
T000009,2026-01,N01,0610,-636.39,EUR,posted
T000010,2026-01,N01,0410,366.50,EUR,posted
T000011,2026-01,N01,0420,951.00,EUR,posted
T000012,2026-01,N01,0510,-1016.37,EUR,posted
T000013,2026-01,N01,0420,885.07,EUR,posted
T000014,2026-01,N01,0400,605.97,EUR,posted
T000015,2026-01,N01,0500,-578.11,EUR,posted
T000016,2026-01,N01,0400,1002.05,EUR,posted
T000017,2026-01,N01,0400,685.90,EUR,posted
T000018,2026-01,N01,0400,633.66,EUR,posted
T000019,2026-01,N01,0400,1504.70,EUR,posted
T000020,2026-01,N01,0400,1509.02,EUR,posted
T000021,2026-01,N01,0500,-897.52,EUR,posted
T000022,2026-01,N01,0400,509.21,EUR,posted
T000023,2026-01,N01,0510,305.04,EUR,posted
T000024,2026-01,N01,0400,-478.36,EUR,posted
T000025,2026-01,N01,0510,-1076.24,EUR,posted
T000026,2026-01,N01,0600,-492.63,EUR,posted
T000027,2026-01,N01,0420,523.38,EUR,posted
T000028,2026-01,N01,0610,-399.98,EUR,posted
T000029,2026-01,N01,0510,-317.62,EUR,posted
T000030,2026-01,N01,0500,-480.89,EUR,posted
T000031,2026-01,N01,0400,2073.30,EUR,posted
T000032,2026-01,N01,0500,-739.22,EUR,posted
T000033,2026-01,N01,0400,842.96,EUR,posted
T000034,2026-01,N01,0600,-2147.11,EUR,posted
T000035,2026-01,N01,0410,1112.63,EUR,posted
T000036,2026-01,N01,0510,255.30,EUR,posted
T000037,2026-01,N01,0410,1171.92,EUR,posted
T000038,2026-01,N01,0410,889.76,EUR,posted
T000039,2026-01,N01,0610,-876.06,EUR,posted
T000040,2026-01,N01,0410,643.22,EUR,posted
T000041,2026-01,N01,0510,-1211.08,EUR,posted
T000042,2026-01,N01,0410,361.72,EUR,posted
T000043,2026-01,N01,0610,-847.80,EUR,posted
T000044,2026-01,N01,0400,1020.10,EUR,posted
T000045,2026-01,N01,0420,552.43,EUR,posted
T000046,2026-01,N01,0400,1563.05,EUR,posted
T000047,2026-01,N01,0420,-893.88,EUR,posted
T000048,2026-01,N01,0400,1500.70,EUR,posted
T000049,2026-01,N01,0500,-1006.89,EUR,posted
T000050,2026-01,N01,0410,390.26,EUR,cancelled
T000051,2026-01,N01,0400,1629.63,EUR,posted
T000052,2026-01,N01,0500,-712.91,EUR,posted
T000053,2026-01,N01,0400,1491.12,EUR,posted
T000054,2026-01,N01,0400,584.20,EUR,posted
T000055,2026-01,N01,0510,-1406.19,EUR,cancelled
T000056,2026-01,N01,0400,827.59,EUR,posted
T000057,2026-01,N01,0600,-1081.44,EUR,posted
T000058,2026-01,N01,0420,789.23,EUR,posted
T000059,2026-01,N01,0400,1687.42,EUR,posted
T000060,2026-01,N01,0510,-1493.95,EUR,cancelled
T000061,2026-01,N01,0410,283.62,EUR,posted
T000062,2026-01,N01,0510,-609.26,EUR,posted
T000063,2026-01,N01,0400,969.12,EUR,posted
T000064,2026-01,N01,0410,-271.89,EUR,posted
T000065,2026-01,N01,0500,-1134.68,EUR,posted
T000066,2026-01,N01,0500,-260.34,EUR,posted
T000067,2026-01,N01,0500,-863.63,EUR,posted
T000068,2026-01,N01,0500,-282.62,EUR,posted
T000069,2026-01,N01,0500,-1182.66,EUR,posted
T000070,2026-01,N01,0600,-1519.83,EUR,posted
T000071,2026-01,N01,0400,1996.83,EUR,posted
T000072,2026-01,N01,0400,481.78,EUR,posted
T000073,2026-01,N01,0410,889.04,EUR,posted
T000074,2026-01,N01,0420,-346.97,EUR,posted
T000075,2026-01,N01,0510,-653.51,EUR,posted
T000076,2026-01,N01,0410,775.99,EUR,posted
T000077,2026-01,N01,0610,-543.81,EUR,posted
T000078,2026-01,N01,0500,-750.60,EUR,posted
T000079,2026-01,N01,0500,-343.81,EUR,posted
T000080,2026-01,N01,0510,-497.82,EUR,posted
T000081,2026-01,N01,0500,-748.29,EUR,posted
T000082,2026-01,N01,0400,1976.73,EUR,posted
T000083,2026-01,N01,0410,455.92,EUR,posted
T000084,2026-01,N01,0410,385.27,EUR,posted
T000085,2026-01,N01,0400,713.58,EUR,posted
T000086,2026-01,N01,0500,-1269.84,EUR,posted
T000087,2026-01,N01,0400,448.20,EUR,posted
T000088,2026-01,N01,0400,1921.52,EUR,posted
T000089,2026-01,N01,0510,-491.35,EUR,posted
T000090,2026-01,N01,0420,298.41,EUR,posted
T000091,2026-01,N01,0500,-1276.66,EUR,posted
T000092,2026-01,N01,0400,1247.28,EUR,posted
T000093,2026-01,N01,0500,-897.80,EUR,posted
T000094,2026-01,N01,0410,446.15,EUR,posted
T000095,2026-01,N01,0400,913.48,EUR,posted
T000096,2026-01,N01,0510,-839.27,EUR,posted
T000097,2026-01,N01,0500,-929.06,EUR,posted
T000098,2026-01,N01,0400,680.33,EUR,posted
T000099,2026-01,N01,0400,1262.61,EUR,posted
T000100,2026-01,N01,0510,-442.09,EUR,posted
T000101,2026-01,N01,0500,-1228.43,EUR,posted
T000102,2026-01,N01,0400,882.79,EUR,posted
T000103,2026-01,N01,0400,694.99,EUR,posted
T000104,2026-01,N01,0610,-382.54,EUR,posted
T000105,2026-01,N01,0510,-1088.92,EUR,posted
T000106,2026-01,N01,0420,985.37,EUR,posted
T000107,2026-01,N01,0410,946.49,EUR,posted
T000108,2026-01,N01,0400,1718.01,EUR,posted
T000109,2026-01,N01,0600,-931.48,EUR,posted
T000110,2026-01,N01,0410,1464.81,EUR,posted
T000111,2026-01,N01,0400,442.43,EUR,posted
T000112,2026-01,N01,0500,-250.35,EUR,posted
T000113,2026-01,N01,0500,-451.75,EUR,posted
T000114,2026-01,N01,0420,854.23,EUR,posted
T000115,2026-01,N01,0400,431.77,EUR,posted
T000116,2026-01,N01,0400,1537.54,EUR,posted
T000117,2026-01,N01,0410,518.09,EUR,posted
