transaction_id,period,entity,account_code,amount,currency,status
T000001,2025-10,N01,0400,2301.56,EUR,posted
T000002,2025-10,N01,0400,-734.04,EUR,posted
T000003,2025-10,N01,0400,1839.40,EUR,posted
T000004,2025-10,N01,0400,584.13,EUR,posted
T000005,2025-10,N01,0400,1231.67,EUR,posted
T000006,2025-10,N01,0500,-688.88,EUR,posted
T000007,2025-10,N01,0500,-1212.11,EUR,posted
T000008,2025-10,N01,0400,972.49,EUR,posted
T000009,2025-10,N01,0510,-1580.01,EUR,posted
T000010,2025-10,N01,0400,2051.43,EUR,posted
T000011,2025-10,N01,0400,1547.53,EUR,posted
T000012,2025-10,N01,0510,399.41,EUR,posted
T000013,2025-10,N01,0400,2180.72,EUR,posted
T000014,2025-10,N01,0500,-758.49,EUR,posted
T000015,2025-10,N01,0420,1297.72,EUR,posted
T000016,2025-10,N01,0420,1204.06,EUR,posted
T000017,2025-10,N01,0400,731.35,EUR,posted
T000018,2025-10,N01,0400,504.44,EUR,posted
T000019,2025-10,N01,0500,-1216.84,EUR,posted
T000020,2025-10,N01,0400,1967.75,EUR,posted
T000021,2025-10,N01,0420,424.92,EUR,posted
T000022,2025-10,N01,0510,-1054.84,EUR,posted
T000023,2025-10,N01,0500,-278.46,EUR,posted
T000024,2025-10,N01,0500,-658.08,EUR,posted
T000025,2025-10,N01,0600,-1377.86,EUR,posted
T000026,2025-10,N01,0410,1180.67,EUR,posted
T000027,2025-10,N01,0500,-1408.34,EUR,posted
T000028,2025-10,N01,0500,-1347.59,EUR,posted
T000029,2025-10,N01,0410,1160.65,EUR,posted
T000030,2025-10,N01,0420,454.81,EUR,posted
T000031,2025-10,N01,0410,1312.80,EUR,posted
T000032,2025-10,N01,0410,899.57,EUR,posted
T000033,2025-10,N01,0500,-1005.39,EUR,posted
T000034,2025-10,N01,0420,531.37,EUR,posted
T000035,2025-10,N01,0410,772.77,EUR,posted
T000036,2025-10,N01,0410,1104.27,EUR,posted
T000037,2025-10,N01,0600,-1354.54,EUR,posted
T000038,2025-10,N01,0400,451.84,EUR,posted
T000039,2025-10,N01,0400,909.70,EUR,posted
T000040,2025-10,N01,0500,-1246.94,EUR,posted
T000041,2025-10,N01,0400,757.23,EUR,posted
T000042,2025-10,N01,0400,1407.60,EUR,posted
T000043,2025-10,N01,0400,1687.38,EUR,posted
T000044,2025-10,N01,0400,1157.43,EUR,posted
T000045,2025-10,N01,0410,581.28,EUR,posted
T000046,2025-10,N01,0600,-748.89,EUR,cancelled
T000047,2025-10,N01,0420,664.08,EUR,posted
T000048,2025-10,N01,0400,1925.43,EUR,posted
T000049,2025-10,N01,0500,-296.85,EUR,posted
T000050,2025-10,N01,0400,836.37,EUR,posted
T000051,2025-10,N01,0600,-1098.64,EUR,posted
T000052,2025-10,N01,0410,1065.21,EUR,posted
T000053,2025-10,N01,0410,968.52,EUR,posted
T000054,2025-10,N01,0510,-1080.08,EUR,posted
T000055,2025-10,N01,0500,-604.15,EUR,posted
T000056,2025-10,N01,0510,-2323.74,EUR,posted
T000057,2025-10,N01,0410,765.37,EUR,posted
T000058,2025-10,N01,0410,608.86,EUR,posted
T000059,2025-10,N01,0400,-699.32,EUR,posted
T000060,2025-10,N01,0400,1728.01,EUR,posted
T000061,2025-10,N01,0510,-1552.33,EUR,posted
T000062,2025-10,N01,0400,791.17,EUR,posted
T000063,2025-10,N01,0400,542.44,EUR,posted
T000064,2025-10,N01,0400,2287.18,EUR,posted
T000065,2025-10,N01,0500,-1209.15,EUR,posted
T000066,2025-10,N01,0500,-784.05,EUR,posted
T000067,2025-10,N01,0500,-868.24,EUR,posted
T000068,2025-10,N01,0500,-407.50,EUR,posted
T000069,2025-10,N01,0510,-947.80,EUR,posted
T000070,2025-10,N01,0500,-577.73,EUR,posted
T000071,2025-10,N01,0610,-1944.81,EUR,posted
T000072,2025-10,N01,0600,-1229.31,EUR,posted
T000073,2025-10,N01,0500,-1142.29,EUR,posted
T000074,2025-10,N01,0500,-863.73,EUR,posted
T000075,2025-10,N01,0400,1397.97,EUR,cancelled
T000076,2025-10,N01,0410,1019.92,EUR,posted
T000077,2025-10,N01,0400,1681.03,EUR,posted
T000078,2025-10,N01,0400,1814.03,EUR,posted
T000079,2025-10,N01,0410,877.17,EUR,posted
T000080,2025-10,N01,0500,-438.16,EUR,posted
T000081,2025-10,N01,0400,876.87,EUR,posted
T000082,2025-10,N01,0510,-1697.23,EUR,posted
T000083,2025-10,N01,0610,-989.36,EUR,posted
T000084,2025-10,N01,0500,-691.89,EUR,posted
T000085,2025-10,N01,0610,-638.24,EUR,posted
