transaction_id,period,entity,account_code,amount,currency,status
T000001,2026-01,N02,0420,557.32,EUR,posted
T000002,2026-01,N02,0400,97.70,EUR,posted
T000003,2026-01,N02,0400,227.79,EUR,posted
T000004,2026-01,N02,0510,-345.94,EUR,cancelled
T000005,2026-01,N02,0410,1705.48,EUR,posted
T000006,2026-01,N02,0510,-573.77,EUR,posted
T000007,2026-01,N02,0420,452.73,EUR,posted
T000008,2026-01,N02,0600,-915.90,EUR,posted
T000009,2026-01,N02,0500,-246.32,EUR,posted
T000010,2026-01,N02,0600,-1419.95,EUR,posted
T000011,2026-01,N02,0400,111.48,EUR,posted
T000012,2026-01,N02,0610,-1022.13,EUR,posted
T000013,2026-01,N02,0500,-1327.96,EUR,cancelled
T000014,2026-01,N02,0400,251.73,EUR,posted
T000015,2026-01,N02,0400,146.77,EUR,posted
T000016,2026-01,N02,0500,-187.09,EUR,posted
T000017,2026-01,N02,0500,-250.13,EUR,posted
T000018,2026-01,N02,0510,-523.62,EUR,posted
T000019,2026-01,N02,0410,3632.11,EUR,posted
T000020,2026-01,N02,0400,268.81,EUR,posted
T000021,2026-01,N02,0500,-108.86,EUR,posted
T000022,2026-01,N02,0500,-417.00,EUR,posted
T000023,2026-01,N02,0610,-444.70,EUR,posted
T000024,2026-01,N02,0410,3732.45,EUR,posted
T000025,2026-01,N02,0420,241.88,EUR,posted
T000026,2026-01,N02,0600,-408.52,EUR,posted
T000027,2026-01,N02,0400,163.57,EUR,posted
T000028,2026-01,N02,0500,-256.08,EUR,posted
T000029,2026-01,N02,0400,337.66,EUR,posted
T000030,2026-01,N02,0610,-460.28,EUR,posted
T000031,2026-01,N02,0500,-527.45,EUR,posted
T000032,2026-01,N02,0400,83.35,EUR,posted
T000033,2026-01,N02,0510,-793.68,EUR,posted
T000034,2026-01,N02,0410,1772.38,EUR,posted
T000035,2026-01,N02,0400,196.34,EUR,posted
T000036,2026-01,N02,0410,2879.11,EUR,posted
T000037,2026-01,N02,0500,-268.00,EUR,posted
T000038,2026-01,N02,0500,-519.20,EUR,posted
T000039,2026-01,N02,0410,1023.87,EUR,posted
T000040,2026-01,N02,0400,164.23,EUR,posted
T000041,2026-01,N02,0400,78.19,EUR,posted
T000042,2026-01,N02,0500,-515.46,EUR,posted
T000043,2026-01,N02,0410,2254.30,EUR,posted
T000044,2026-01,N02,0510,-569.86,EUR,posted
T000045,2026-01,N02,0410,4509.18,EUR,posted
T000046,2026-01,N02,0500,-511.92,EUR,posted
T000047,2026-01,N02,0500,-225.63,EUR,posted
T000048,2026-01,N02,0400,214.98,EUR,posted
T000049,2026-01,N02,0510,-528.57,EUR,posted
T000050,2026-01,N02,0500,-496.29,EUR,posted
T000051,2026-01,N02,0500,-452.89,EUR,posted
T000052,2026-01,N02,0500,-484.32,EUR,posted
T000053,2026-01,N02,0510,-1025.33,EUR,posted
T000054,2026-01,N02,0510,-671.30,EUR,posted
T000055,2026-01,N02,0400,246.89,EUR,posted
T000056,2026-01,N02,0510,-1034.87,EUR,posted
T000057,2026-01,N02,0400,155.06,EUR,posted
T000058,2026-01,N02,0500,-247.07,EUR,posted
T000059,2026-01,N02,0400,191.08,EUR,posted
